,property_id,displayPrice,dateSold,tenure,newBuild
261,04b579fc-29cd-4847-8713-9a4c384bdd6c,"£130,000",2 Mar 2023,,False
262,04b579fc-29cd-4847-8713-9a4c384bdd6c,"£95,000",5 Aug 2013,,False
263,04b579fc-29cd-4847-8713-9a4c384bdd6c,"£93,500",5 Oct 2004,,False
264,9b9ee454-5432-47f6-9953-fc7cc7414aa2,"£337,000",2 Mar 2023,,False
265,9b9ee454-5432-47f6-9953-fc7cc7414aa2,"£232,000",19 Dec 2017,,False
266,26847f7c-51bc-4058-9ced-a8cafc2d8d91,"£105,000",1 Mar 2023,,False
267,57126de8-28c7-464f-8f16-ee5580625d11,"£180,000",28 Feb 2023,,False
268,57126de8-28c7-464f-8f16-ee5580625d11,"£155,000",6 Jul 2018,,False
269,57126de8-28c7-464f-8f16-ee5580625d11,"£92,250",10 Nov 2017,,False
270,d04f5012-1ada-41e0-ab0d-dfde2cf4f7fb,"£50,000",28 Feb 2023,,False
271,d04f5012-1ada-41e0-ab0d-dfde2cf4f7fb,"£20,000",19 Dec 2022,,False
272,d04f5012-1ada-41e0-ab0d-dfde2cf4f7fb,"£390,000",10 Jul 2018,,False
273,d04f5012-1ada-41e0-ab0d-dfde2cf4f7fb,"£237,500",2 Oct 2017,,False
274,d04f5012-1ada-41e0-ab0d-dfde2cf4f7fb,"£167,000",23 Sep 2015,,False
275,d04f5012-1ada-41e0-ab0d-dfde2cf4f7fb,"£210,000",17 Jun 2008,,False
